SR,SKU,Name,Address,Phone,Category,URL,Serves Beer,Serves Breakfast,Serves Brunch,Serves Dinner,Serves Lunch,Serves Vegetarian Food,Serves Wine,Takeout,Delivery,Dine In,Business Status,Rating,User Ratings Total,Latitude,Longitude
197,,Congelcam Melen,"VF7V+9M2, Route de Kribi, Yaoundé, Cameroon",6 55 34 05 97,"- pet_store
- point_of_interest
- store
- establishment",https://maps.google.com/?cid=17431404014556145531,False,False,False,False,False,False,False,False,True,False,OPERATIONAL,3.3,127,3.8633816,11.4941519
198,,"Gambas , Crevettes et poissons frais de Douala et kribi à Yaoundé","1634, Yaoundé, Cameroon",6 97 71 61 21,"- point_of_interest
- food
- establishment",https://maps.google.com/?cid=8086857912751817949,False,False,False,False,False,False,False,False,False,False,OPERATIONAL,0,0,3.965456,11.5404445
199,,Boulangerie SONEPAL,"Carrefour, RFXP+XGC, Yaoundé, Cameroon",6 99 59 15 33,"- bakery
- food
- store
- point_of_interest
- establishment",https://maps.google.com/?cid=16103272896962244545,False,False,False,False,False,False,False,True,True,False,OPERATIONAL,0,0,3.8499354,11.4862672
200,,BENTO bar-restaurant,"B.P. 2747, Yaoundé, Cameroon",6 99 80 49 59,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=16234066725701154842,True,False,False,True,True,False,True,True,True,True,OPERATIONAL,0,0,3.870594699999999,11.5157975
201,,Eat and drink,"VGFC+VH7, Rue Djoungolo, Yaoundé, Cameroon",6 55 59 12 70,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=6159360177865624285,True,True,False,True,True,False,True,True,True,True,OPERATIONAL,4.1,8,3.8746037,11.5213758
202,,Bakery Epi d'or,"Po Box 14769, Yaoundé, Cameroon",6 97 67 87 83,"- bakery
- food
- store
- point_of_interest
- establishment",https://maps.google.com/?cid=4296890787037328746,False,False,False,False,False,False,False,True,True,False,OPERATIONAL,4,5,3.830277700000001,11.4715806
203,,Kokobiabo Restaurant,"RFHH+V4X, Yaoundé, Cameroon",6 93 95 71 92,"- restaurant
- point_of_interest
- food
- establishment",https://maps.google.com/?cid=12012671530055258182,True,False,False,True,True,False,True,True,True,True,OPERATIONAL,0,0,3.8297306,11.4778544
204,,BUKINEX Restaurant,"Depot de Bios, Simbock, Yaoundé, Cameroon",6 70 20 95 05,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=12741028438839978132,True,False,False,True,True,False,False,True,False,True,CLOSED_TEMPORARILY,4.7,3,3.817326999999999,11.470608
205,,Restaurant Ma Table,"Unnamed Rd, Yaoundé, Cameroon",6 50 81 39 40,"- restaurant
- point_of_interest
- food
- establishment",https://maps.google.com/?cid=18362622442557980249,True,False,True,True,True,False,True,True,False,True,OPERATIONAL,4,45,3.896360399999999,11.513915
206,,EDEN FOODS RESTAURANT,"30709, Yaoundé, Cameroon",6 97 48 28 50,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=8333565990212638531,True,True,False,True,True,False,True,True,True,True,OPERATIONAL,3.9,79,3.840112199999999,11.4893137
207,,Restaurant Univers de Tata Mimi,"Unnamed Rd, Yaoundé, Cameroon",,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=4372337177851060221,True,True,False,True,True,True,True,True,False,True,OPERATIONAL,4.4,38,3.8288213,11.4833874
208,,La Fiesta Jouvence(Service traiteurVIP-Restaurant-Decoration)Yaounde,"049, Yaoundé, Cameroon",6 55 43 02 18,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=8358456117155941546,True,True,True,True,True,True,True,True,False,True,OPERATIONAL,5,1,3.8295228,11.4785208
209,,Restaurant Self Service le Challenge,"VG8C+34G, Ave Kennedy, Yaoundé, Cameroon",2 22 23 96 60,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=2356129771307910217,True,False,False,True,True,False,True,True,False,True,OPERATIONAL,3.7,3,3.865186899999999,11.5203207
210,,Good Food,"Rond point, Rue Joseph Mballa Eloumden, Yaoundé, Cameroon",6 89 44 90 25,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=4898177970336361659,False,False,False,False,False,False,False,True,True,True,OPERATIONAL,5,1,3.885416799999999,11.5184232
211,,Supermarche Mahima,"VGHG+32W, Yaoundé, Cameroon",6 75 75 06 48,"- supermarket
- grocery_or_supermarket
- food
- store
- point_of_interest
- establishment",https://maps.google.com/?cid=15397618915629937824,False,False,False,False,False,False,False,False,True,False,OPERATIONAL,3.7,844,3.877742,11.525065
212,,Beignetariat,"VH93+G44, Yaoundé, Cameroon",,"- restaurant
- point_of_interest
- food
- establishment",https://maps.google.com/?cid=7944455725191060491,True,False,False,True,True,False,False,True,False,True,OPERATIONAL,3.3,8,3.8687638,11.5528258
213,,Boulevard de Chef,"237, Yaoundé, Cameroon",6 98 95 60 84,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=18292850043839700939,True,False,False,True,True,False,False,True,True,True,OPERATIONAL,0,0,3.8171483,11.4763484
214,,Makang Bar,"RF8H+3MC, Yaoundé, Cameroon",,"- bar
- point_of_interest
- establishment",https://maps.google.com/?cid=5125186685644734747,True,False,False,False,False,False,True,False,False,False,OPERATIONAL,2.9,10,3.815196500000001,11.4791395
215,,"Restaurant ""Le Colisée"", Yaoundé","Ancienne Camtel, Yaoundé, Cameroon",6 57 77 77 71,"- restaurant
- night_club
- bar
- point_of_interest
- food
- establishment",https://maps.google.com/?cid=15288858102720293164,True,True,True,True,True,True,True,True,True,True,OPERATIONAL,3.9,1003,3.8936886,11.515761
216,,RESTAURANT LE SAHEL CHEZ HAMIDOU,"Nkoabang, Yaoundé, Cameroon",6 58 80 10 78,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=7891762780434877844,False,True,False,True,True,False,False,True,True,True,OPERATIONAL,3.9,77,3.8620732,11.5825974
217,,Restaurant Casera De La Grotte,"VFMV+9QW, Yaoundé, Cameroon",6 99 83 36 20,"- restaurant
- point_of_interest
- food
- establishment",https://maps.google.com/?cid=13181656130699351811,True,False,False,False,True,False,False,True,False,True,OPERATIONAL,3.8,25,3.8834797,11.4944511
218,,Carter Snac Bar,"RFHH+JFJ, Yaoundé, Cameroon",,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=8273428857416886301,True,False,False,True,True,False,True,True,False,True,OPERATIONAL,5,1,3.8290818,11.4787025
219,,KMC KONDENGUI,"Rue de Kondengui, Yaoundé, Cameroon",6 58 46 40 40,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=260494916045498511,False,False,False,True,True,False,False,True,True,True,OPERATIONAL,4,13,3.8527049,11.5375681
220,,Mr Tasty,"RFCQ+WM4 MAISON DAMAS, YAOUNDE; CAMEROON, Yaoundé, Cameroon",6 81 50 55 65,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=8687289955954462060,True,False,False,True,True,False,False,True,False,True,OPERATIONAL,3,1,3.8222669,11.4892016
221,,ROYAL CHICKEN,"RF8Q+HH7, Yaoundé, Cameroon",6 95 40 73 74,"- restaurant
- point_of_interest
- food
- establishment",https://maps.google.com/?cid=6020408925960795302,False,True,False,True,True,False,False,True,False,False,OPERATIONAL,4.5,2,3.8164182,11.4890157
222,,Terrasse bar le 18h,"RGX2+6R2, Yaoundé, Cameroon",6 95 92 02 06,"- bar
- point_of_interest
- establishment",https://maps.google.com/?cid=4053629285410219287,True,False,False,False,False,False,True,False,False,True,OPERATIONAL,4.5,2,3.8480236,11.5020133
223,,BUCA Voyage Yaounde Restaurant,"bucca douala, Yaoundé, Cameroon",6 93 98 57 85,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=8604217088097542717,True,False,False,True,True,False,True,True,True,True,OPERATIONAL,4.5,4,3.821885,11.5156215
224,,Snap Burger,"Yaoundé, Cameroon",6 97 70 19 57,"- restaurant
- point_of_interest
- food
- establishment",https://maps.google.com/?cid=6144076277112763016,True,True,False,True,True,True,False,True,True,True,OPERATIONAL,3.6,330,3.8533241,11.4991479
225,,Restaurant ngoan Akonolinga,"VH5G+GPF, Yaoundé, Cameroon",6 56 92 85 00,"- restaurant
- point_of_interest
- food
- establishment",https://maps.google.com/?cid=18227334851984111298,False,False,False,False,False,False,False,False,False,False,OPERATIONAL,5,3,3.8588154,11.5767887
226,,Cloud9 rooftop bar and grill,"Yaoundé, Cameroon",6 99 04 52 27,"- bar
- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=3596216015210990012,True,False,False,True,True,False,True,True,True,True,OPERATIONAL,4.3,107,3.8306542,11.4885363
227,,Sissy's Scrumptious Treats,"RFJM+PCJ, Yaoundé, Cameroon",6 74 60 55 08,"- bakery
- food
- store
- point_of_interest
- establishment",https://maps.google.com/?cid=357092788676879669,False,False,False,False,False,False,False,True,True,False,OPERATIONAL,0,0,3.8319112,11.483543
228,,Raphaëlo Pizza Odza,"Odza Entrée Koweït, Yaoundé, Cameroon",6 91 66 57 81,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=14139243244383271766,True,False,False,True,True,False,False,True,True,True,OPERATIONAL,4.1,36,3.8011962,11.5244428
229,,Pizz'Aleco,"32096 Messamendongo, Yaoundé, Cameroon",6 98 39 75 82,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=1620667263435914001,False,False,False,True,True,False,False,True,True,True,OPERATIONAL,3.8,30,3.7857859,11.5243738
230,,Le Retrouvaille Bar Bibong-Bidoum,"QCWV+73C, Mbankomo, Cameroon",,"- bar
- point_of_interest
- establishment",https://maps.google.com/?cid=16289317884241794670,True,False,False,False,False,False,False,False,False,False,OPERATIONAL,4.5,2,3.796315699999999,11.4431099
231,,CAM-Li snack Bar Gambas lounge & fast food delivery,"RHV2+4JF carrefour Nkomo Quartier limousine, Yaoundé, Cameroon",6 89 16 64 27,"- night_club
- meal_delivery
- bar
- meal_takeaway
- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=17152358849420983422,True,False,False,False,False,False,False,True,True,True,OPERATIONAL,0,0,3.8427833,11.5516419
232,,Escalier Bar Tsomo,"RGM2+VP3, Yaoundé, Cameroon",6 74 41 29 90,"- bar
- point_of_interest
- establishment",https://maps.google.com/?cid=10536450484461272655,True,False,False,False,False,False,True,False,False,True,OPERATIONAL,5,5,3.8346429,11.5017959
233,,Restaurant Le Douala,"VGP4+98F, Yaoundé, Cameroon",2 22 20 86 53,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=1692164655765457665,True,True,False,True,True,False,True,True,False,True,OPERATIONAL,3.9,40,3.8859258,11.505804
234,,CARREFOUR PLAYCE,"Yaoundé, Cameroon",6 99 98 98 79,"- supermarket
- grocery_or_supermarket
- food
- point_of_interest
- store
- establishment",https://maps.google.com/?cid=11406779103890398635,False,False,False,False,False,False,False,False,True,False,OPERATIONAL,4.3,1234,3.876793100000001,11.5130821
235,,Bakery Le Festin,"Po Box 6993, Mendong, Yaoundé, Cameroon",2 22 31 99 39,"- bakery
- food
- store
- point_of_interest
- establishment",https://maps.google.com/?cid=12519860863881984098,False,False,False,False,False,False,False,True,True,False,OPERATIONAL,2.9,10,3.8323467,11.4716299
236,,Yum Yum Restaurant and Grill,"RFMM+453, Yaoundé, Cameroon",,"- restaurant
- point_of_interest
- food
- establishment",https://maps.google.com/?cid=2569635513889379273,True,False,False,True,True,False,True,True,False,True,OPERATIONAL,4.8,5,3.8327578,11.4829321
237,,Poisson brisé,"RFPV+3XW Face chappelle Nsimeyong, Yaoundé, Cameroon",,"- restaurant
- point_of_interest
- food
- establishment",https://maps.google.com/?cid=1964328034409426535,True,False,False,True,True,False,False,True,False,True,OPERATIONAL,5,1,3.8352471,11.4949539
238,,AFRICAN FOOD BY EMY,"VGRF+R6J, Yaoundé, Cameroon",6 91 43 14 39,"- restaurant
- point_of_interest
- food
- establishment",https://maps.google.com/?cid=11661986615144800768,True,False,False,True,True,False,True,True,True,True,OPERATIONAL,4,213,3.8920827,11.5230143
239,,RESTAURANT BONNES EPICES,"RHP2+MR3, N10, Yaoundé, Cameroon",,"- restaurant
- point_of_interest
- food
- establishment",https://maps.google.com/?cid=10520785164220718396,True,False,False,True,True,False,True,True,False,True,OPERATIONAL,3.5,17,3.836640399999999,11.5520531
240,,Terrasse Pademo,"PG7M+P85, Yaoundé, Cameroon",,"- restaurant
- point_of_interest
- food
- establishment",https://maps.google.com/?cid=16993296496043612428,False,False,False,True,False,False,False,True,True,True,OPERATIONAL,4.7,3,3.7143125,11.5333125
241,,Nsimeyong,"RFQR+537, Unnamed Rd, Yaoundé, Cameroon",6 59 14 52 60,"- bakery
- point_of_interest
- store
- food
- establishment",https://maps.google.com/?cid=2397912415574117732,False,True,False,False,False,False,False,True,True,False,OPERATIONAL,3.4,356,3.8379193,11.4901737
242,,Lesmspipo,"Ngock Entrée Leo, Yaoundé, Cameroon",6 75 91 07 72,"- bakery
- food
- point_of_interest
- store
- establishment",https://maps.google.com/?cid=12593418233500315826,False,False,False,False,False,False,False,False,False,False,OPERATIONAL,0,0,3.8069854,11.4625558
243,,Restaurant village 田园酒家,"Yaoundé, Cameroon",,"- restaurant
- point_of_interest
- food
- establishment",https://maps.google.com/?cid=4955997833518183903,True,False,False,True,True,False,True,True,False,True,OPERATIONAL,4.1,27,3.8878071,11.512422
244,,Complexe Mboudja Snack bar,"Yaoundé, Cameroon",,"- bar
- point_of_interest
- establishment",https://maps.google.com/?cid=3347226458414045274,True,False,False,False,False,False,True,True,True,True,OPERATIONAL,4.1,76,3.8259682,11.4918448
245,,Dovv Mendong,"Mendong, 20820, Yaoundé, Cameroon",6 90 12 96 42,"- supermarket
- grocery_or_supermarket
- food
- store
- point_of_interest
- establishment",https://maps.google.com/?cid=11225129006004920901,False,False,False,False,False,False,False,False,True,False,OPERATIONAL,3.7,1375,3.8311078,11.4736189
246,,O'Haïra Walet Restaurant,"Yaoundé, Cameroon",6 55 49 02 79,"- restaurant
- point_of_interest
- food
- establishment",https://maps.google.com/?cid=8347381886845731848,False,True,True,True,True,True,False,True,True,True,OPERATIONAL,3.9,495,3.8682895,11.5077978
247,,Restaurant Lampeduza,"RGR2+R28, Yaoundé, Cameroon",6 97 25 92 25,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=9417110926492213902,True,False,False,True,True,False,False,True,True,True,OPERATIONAL,3.6,269,3.842035099999999,11.5000627
248,,Makenty Foods,"RFHH+9PH, Yaoundé, Cameroon",6 79 76 04 35,"- restaurant
- point_of_interest
- food
- establishment",https://maps.google.com/?cid=8990897846400348655,True,False,False,True,True,False,False,True,False,True,OPERATIONAL,0,0,3.8284268,11.479344
249,,RESTAURANT AFRICAIN ET EUROPÉEN CHEZ FRÈRE GARGA,"RFRG+7QC, Unnamed Rd, Yaoundé, Cameroon",6 74 66 08 36,"- restaurant
- point_of_interest
- food
- establishment",https://maps.google.com/?cid=1310436437682251132,True,False,False,True,True,False,True,True,False,True,OPERATIONAL,3.5,20,3.8407,11.4768822
250,,Palace Side,"RFXP+3FR, Yaoundé, Cameroon",6 75 86 42 11,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=7645530635821286883,True,False,False,True,True,False,True,True,False,True,OPERATIONAL,4.8,8,3.8478469,11.4861789
251,,Boulangerie Le Partian Viennois,"RFRG+7W2, Yaoundé, Cameroon",,"- bakery
- point_of_interest
- store
- food
- establishment",https://maps.google.com/?cid=17014856980257509505,False,False,False,False,False,False,False,True,True,False,OPERATIONAL,3,7,3.840642,11.4772702
252,,Raphaëlo Pizza,"Unnamed Rd, Yaoundé, Cameroon",6 53 57 47 47,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=8190142861976361942,True,False,False,True,True,True,False,True,True,True,OPERATIONAL,3.8,266,3.899336,11.5481829
253,,Restaurant la petite pygmée Yaoundé,"237, Yaoundé, Cameroon",6 87 65 50 84,"- cafe
- restaurant
- food
- store
- point_of_interest
- establishment",https://maps.google.com/?cid=4311297319184453234,True,False,False,False,False,False,False,True,True,True,OPERATIONAL,4.7,3,3.8791898,11.5393074
254,,Le Fournil,"VGW4+HM7 Carrier Yaounde, Yaoundé, Cameroon",6 77 50 96 49,"- bakery
- food
- store
- point_of_interest
- establishment",https://maps.google.com/?cid=12860991726681491984,False,True,False,False,False,False,False,True,True,False,OPERATIONAL,3.8,248,3.896415799999999,11.5066663
255,,Black Diamond,"VGX9+GG8, Yaoundé, Cameroon",6 90 63 77 18,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=10236705355666383209,True,True,True,True,True,True,True,True,True,True,OPERATIONAL,4,210,3.8987982,11.5188405
256,,La Cantine,"2ème rue Hippodrome Dans la descente du Ministère de la Communication, Yaoundé, Cameroon",6 55 55 51 55,"- restaurant
- night_club
- bar
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=4762895883420082078,True,True,False,True,True,True,True,True,False,True,OPERATIONAL,4.4,159,3.8710508,11.5199738
257,,GALAPAGOS PIZZA RUE DAMAS,"RFJV+W6V, 7016, Yaoundé, Cameroon",6 56 15 90 95,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=16744009185319458576,False,False,False,True,True,False,False,True,True,True,OPERATIONAL,3.5,2,3.8323722,11.4930304
258,,Alino bastos,"Alino Bastos, Yaoundé, Cameroon",6 95 80 40 46,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=275684802333314216,True,True,False,True,True,False,True,True,True,True,OPERATIONAL,3.6,101,3.8928301,11.5100757
259,,Correct Chop Restaurant,"Carrefour Vogt, Yaoundé, Cameroon",6 51 86 79 21,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=15977612679498764104,True,True,True,True,True,False,True,True,True,True,OPERATIONAL,5,2,3.8440946,11.501514
260,,Mr GREG CHICKEN,"Biyem-Assi, Yaoundé, Cameroon",6 71 98 10 59,"- restaurant
- point_of_interest
- food
- establishment",https://maps.google.com/?cid=14737508041054954694,False,False,False,True,True,False,False,True,True,True,OPERATIONAL,4.7,3,3.8288851,11.4834799
261,,Cocktail bar,"Nsimyong, Cameroon",,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=14625466326917545650,True,False,False,True,True,False,True,True,False,True,OPERATIONAL,3,1,3.8701283,11.4691922
262,,P'tite faim,"VGV6+5QF Carrefour Bastos, Yaoundé, Cameroon",6 90 56 23 51,"- restaurant
- point_of_interest
- food
- establishment",https://maps.google.com/?cid=2425544651176179295,True,True,True,True,True,False,True,True,True,True,OPERATIONAL,3.8,124,3.8929444,11.5119115
263,,"WELCOME BAR, Yaoundé","RG94+G4H, Yaoundé, Cameroon",,"- bar
- point_of_interest
- establishment",https://maps.google.com/?cid=4042435275276591992,True,False,False,False,False,False,False,False,False,True,OPERATIONAL,3.1,27,3.8188211,11.5053517
264,,Le Mía,"RGCF+539, Yaoundé, Cameroon",6 79 13 49 39,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=18320841026672945814,True,False,False,True,True,False,True,True,False,True,OPERATIONAL,5,1,3.8204083,11.5227379
265,,The TIS Kitchen,"+237, Yaoundé, Cameroon",6 20 31 98 73,"- restaurant
- point_of_interest
- food
- establishment",https://maps.google.com/?cid=3055141652495937828,False,False,False,False,True,False,False,True,True,False,OPERATIONAL,0,0,3.9192829,11.5202395
266,,La Touch'Gourmande,"RGXC+MH6, Yaoundé, Cameroon",6 90 95 59 03,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=1954141993555327964,False,False,False,False,False,False,False,True,False,False,OPERATIONAL,4.5,2,3.8491592,11.5213765
267,,SELECTE Etoa-Meki,"VGMG+G3Q, Yaoundé, Cameroon",2 22 21 53 91,"- bakery
- food
- store
- point_of_interest
- establishment",https://maps.google.com/?cid=11555204770954611839,False,True,False,False,False,False,False,True,True,True,OPERATIONAL,3.7,2376,3.8821045,11.5238947
268,,Carrefour Market EKIE,"RGMR+Q86, Unnamed Rd, Yaoundé, Cameroon",6 95 60 62 27,"- supermarket
- shopping_mall
- grocery_or_supermarket
- food
- point_of_interest
- store
- establishment",https://maps.google.com/?cid=12182791959710591009,False,False,False,False,False,False,False,False,True,False,OPERATIONAL,4.1,1908,3.8344125,11.5407656
269,,Living Food and Drinks Services,"Stade Malien Anguiss, Yaoundé, Cameroon",6 20 24 31 50,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=3802743335522361265,True,False,False,True,True,False,True,True,True,True,OPERATIONAL,0,0,3.8610947,11.5342832
270,,Grilled Fish,"VGG9+C78, Yaoundé, Cameroon",,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=2014665405042438513,True,False,False,True,True,False,True,True,False,True,OPERATIONAL,3.5,26,3.8760327,11.5181902
271,,"Tchopetyamo, Yaoundé","VGP3+X36, Yaoundé BP 10073, Cameroon",6 56 41 56 39,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=9743184210304145774,True,True,True,True,True,True,True,True,True,True,OPERATIONAL,3.5,1841,3.8874201,11.5026379
272,,SNACK BAR MA’A CHANT,"RFXM+R7W Etoug-Ebe, Yaoundé, Cameroon",,"- bar
- point_of_interest
- establishment",https://maps.google.com/?cid=1687322616624283610,True,False,False,False,False,False,True,True,False,False,OPERATIONAL,4.3,3,3.8496017,11.4832077
273,,鑫龙饭店 Restaurant chez long,"VGM8+X5C, Yaoundé, Cameroon",,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=13839886326622707042,True,True,False,True,True,False,True,True,True,True,OPERATIONAL,4.2,31,3.8849401,11.5154042
274,,Duchess Terrace,"Avant Lycée de Mbalngong, Yaoundé, Cameroon",6 61 10 88 70,"- night_club
- bar
- point_of_interest
- establishment",https://maps.google.com/?cid=1560190925222161539,True,False,False,False,False,False,False,True,True,True,OPERATIONAL,0,0,3.7989307,11.465771
275,,Restaurant la visitation,"QFF5+G7V, Afanoya, Cameroon",6 90 75 80 29,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=14391458492626810933,True,False,False,True,True,False,False,True,False,True,OPERATIONAL,5,3,3.773855499999999,11.4581706
276,,Christ's Events Resto,"RFQR+QG2, Yaoundé, Cameroon",6 77 46 17 60,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=17437455870706164638,False,False,False,True,True,False,False,True,False,True,OPERATIONAL,5,2,3.8396039,11.4906852
277,,O'GOOD FOOD,"RG59+9WQ, Yaoundé, Cameroon",6 58 58 58 47,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=2377028670979151152,True,True,True,True,True,True,True,True,True,True,OPERATIONAL,4,183,3.8087168,11.5201052
278,,Captain Burger,"VG79+PJR, Ave Ahidjo, Yaoundé, Cameroon",,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=2214369788397192925,True,True,False,True,True,True,True,True,True,True,OPERATIONAL,3.5,57,3.8643549,11.5190198
279,,L.A Drink's_ Sandy's Grill,"Montée Jouvence, Yaoundé, Cameroon",6 51 09 77 18,"- cafe
- store
- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=12034652052405003276,True,False,False,False,False,False,False,True,True,True,OPERATIONAL,0,0,3.8283755,11.4794797
280,,LE BISTRO,"Emana, Yaoundé, Cameroon",6 97 74 40 27,"- bar
- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=2564646569768353918,True,True,False,True,True,False,True,True,True,True,OPERATIONAL,4.2,57,3.9254467,11.5197431
281,,REME’s kitchen,"RFMP+JG9, Yaoundé, Cameroon",6 70 95 66 27,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=6955687151932337372,True,False,False,True,True,False,True,True,True,True,OPERATIONAL,4.3,11,3.8340642,11.4862134
282,,MyPopeyes,"Yaoundé, Cameroon",,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=2841536443385142046,True,False,False,True,True,False,False,True,True,True,OPERATIONAL,3.5,11,3.8930425,11.5089765
283,,Duchess Lounge,"Unnamed Rd, Yaoundé, Cameroon",6 61 10 88 70,"- night_club
- bar
- point_of_interest
- establishment",https://maps.google.com/?cid=17006553776512869010,True,False,False,False,False,False,True,True,False,True,OPERATIONAL,3.8,207,3.829909199999999,11.478077
284,,Chicken Island,"VGF9+X7P, Ave Winston Churchill, Yaoundé, Cameroon",6 55 75 86 21,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=18163342582823219737,True,False,False,True,True,False,False,True,True,True,OPERATIONAL,2,2,3.8749667,11.518215
285,,Tina's Cuisine,"Descente, Shell Nsimeyong, Collège Victor Hugo, Yaoundé, Cameroon",6 74 95 14 15,"- restaurant
- point_of_interest
- food
- establishment",https://maps.google.com/?cid=5566775428441345039,True,False,True,True,True,False,False,True,True,True,OPERATIONAL,4.2,26,3.8390396,11.4960545
286,,BAM restaurant,"RFHH+JF5, Yaoundé, Cameroon",6 92 83 66 08,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=3653940599917287285,True,False,False,True,True,False,True,True,False,True,OPERATIONAL,4.5,6,3.8290115,11.4787902
287,,DOVV Messamendongo,"Yaoundé, Cameroon",6 90 12 96 42,"- supermarket
- grocery_or_supermarket
- food
- point_of_interest
- store
- establishment",https://maps.google.com/?cid=12050484423972657466,False,False,False,False,False,False,False,False,True,False,OPERATIONAL,3.6,574,3.798972700000001,11.5225662
288,,CHEZ DANGOTE Nsimeyong,"RFPX+3W9 Avenue de Mvolyé, Yaoundé, Cameroon",,"- restaurant
- point_of_interest
- food
- establishment",https://maps.google.com/?cid=7285120682850860195,False,False,False,True,True,False,False,True,False,True,OPERATIONAL,2,2,3.8351663,11.499861
289,,The Queen chicken,"0000, Yaoundé, Cameroon",6 74 27 92 09,"- restaurant
- point_of_interest
- food
- establishment",https://maps.google.com/?cid=12125815154618347689,True,False,False,True,True,False,False,True,False,True,OPERATIONAL,5,1,3.8809912,11.5163332
290,,Ain't Chop Restaurant,"Amour Mezam, Yaoundé, Cameroon",6 73 54 76 73,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=1580444385462733964,True,False,False,False,True,False,False,True,True,True,OPERATIONAL,0,0,3.8400642,11.4877483
291,,"LaRose Cakes and Pastries, Yaounde.","Superette, Yaoundé, Cameroon",6 75 68 86 64,"- bakery
- food
- store
- point_of_interest
- establishment",https://maps.google.com/?cid=460570022438427801,False,False,False,False,False,False,False,True,True,False,OPERATIONAL,5,7,3.8385499,11.4822495
292,,M.A pro,"4yyo, Yaoundé, Cameroon",,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=7633455568457022659,False,False,False,False,False,False,False,False,False,False,OPERATIONAL,0,0,3.861685300000001,11.5202292
293,,La Croissanterie,"Rue Albert Ateba Ebe, Yaoundé, Cameroon",6 90 31 21 98,"- bakery
- meal_takeaway
- restaurant
- food
- point_of_interest
- store
- establishment",https://maps.google.com/?cid=8932219916010574901,True,True,False,True,True,True,False,True,False,True,OPERATIONAL,4.3,3,3.884723,11.52073
294,,JoLo Crusty,"RHF5+M5M, Yaoundé, Cameroon",,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=6880882221026016986,False,False,False,True,True,False,False,True,False,True,OPERATIONAL,5,2,3.824215,11.557595
295,,Chez Ruphine,"VGM4+44P, Yaoundé, Cameroon",,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=16234896686671064494,False,False,False,False,False,False,False,True,False,False,OPERATIONAL,0,0,3.8830496,11.5056174
